tweet_id,analysis_text,historical_reply,human_intent,human_reply_quality,human_action,human_notes,intent,similarity_score,decision,reason,final_reply,evidence_reply,evidence_tweet_id
511705,"It was a Prime eligible item. Ordered it yesterday, given Monday 04/12 as the soonest prime delivery option.","@237639 During this busy time we have extended slightly the delivery window for some Prime eligible items. We appreciate your patience with us, Dave.^SM",prime,Good,AUTO_HANDLE,Customer is confirming the available Prime delivery timeframe.,delivery,0.3229,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Could we please share with us the tracking number of this delivery so we can escalate this matter ?,553375
2961723,@116324 have meant to pick up a package two days in a row now to return to you. Despite their promises they haven’t turned up on either day. What’s worse is that they only said the delivery would be between 8am and 8pm so we’ve been stuck inside all day,"@221314 I'm very sorry for the poor experience! Whenever you have a chance, reach out to us here: https://t.co/JzP7hlA23B We'd be happy to look into this with you in real-time! ^SK",return,Poor,ESCALATE,Scheduled return pickup failed twice and caused significant inconvenience.,delivery,0.2201,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Allow us to take a look into this with you. To do so, please use this link:",411891
2406909,I replied long back,@692195 Thanks for the heads up. We'll check this and get back with an update. Keep an eye on your mailbox. ^YP,customer_service,Acceptable,ESCALATE,Customer says they already replied and is waiting for follow-up.,other,0.6526,ESCALATE,Intent is unclear or sensitive; Customer message is too short or vague,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We haven't received your details yet. Kindly share your details again so we can look into the issue and get back to you.,689460
141097,@115821 @1402 @8105 @1840 . Should i take a snap of ur email and post it? Everyone in Amazon speaks same lang? Do u guys bought any template or what? By the way the email i got is neither a resolution nor answer. Come to the topic. stop templating,@147589 I'm sorry but the resolution provided by our team was the best we could offer. Kindly reply to the latest correspondence from our team for further assistance. ^GD,customer_service,Poor,ESCALATE,Customer says the support response is templated and does not answer the issue.,other,0.4017,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I get that you are concern about the refund. Kindly reply to the email sent to you by our team with further insight for us to help you.,140022
2260810,It’s next day delivery and when I signed in today its saying my orders are delayed after already apparently being dispatched to the carrier from two different locations.,"@377094 While it's rare, delays can occur. Have you been given a new expected delivery date? ^AC",delivery,Poor,ESCALATE,Next-day delivery order has been delayed after dispatch.,delivery,0.2321,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Kindly click on 'an order I placed' &gt; select an issue and connect with our support team via email/chat.,814317
107313,La spedizione è stata fatta da Amazon,@139835 Grazie per il riscontro. Contatta i colleghi del Servizio Clienti da qui: https://t.co/jrFo5bLIbk per ricevere assistenza. Restiamo a disposizione! ^PS,delivery,Good,AUTO_HANDLE,Customer confirms the shipment was made by Amazon.,other,0.5089,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Hai contattato il Servizio Clienti? I miei colleghi sono a tua disposizione; clicca qui:,295781
2877745,"No, all he needed to do was scan the qr code &amp; put the label on but he made it such hard work, said he was too busy with other paperwork, not my problem! So just walked out, felt as though my business wasn’t valued! This was at Smisby news in Ashby de la Zouch",@798780 We'd like to speak with you about this to get to the bottom of it! Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B. ^DG,return,Poor,ESCALATE,Customer reports a poor experience while trying to complete a return.,other,0.2142,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"We'd like to have a member of our team look into this for you. Please provide as much info as possible, here:",663788
1437381,you have let me down bigtime. Message sent.,@453673 Sorry to hear that. Have you spoken to someone over the phone? ^RS,customer_service,Poor,ESCALATE,Customer expresses strong dissatisfaction with support.,other,0.4044,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Oh no! I'm sorry for the wait! Will you tell us who the carrier is for your order here:,902196
2874076,Amazon shipping is all I have,@791507 Thank you. And have your packages been delivered now. What does the tracking currently say? ^KK,delivery,Acceptable,ESCALATE,Customer's message concerns Amazon shipping but lacks enough detail for resolution.,delivery,0.5279,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,In this case it would be best for us to assist you directly. Please reach out to us here:,2582995
589988,"hi Amazon! I am a prime member in the UK, and I want to buy Christmas presents for my family in Australia. Can I use the UK Amazon shop for that or do I have to switch to the AU store?",@259503 Hi there! You can use whichever site you prefer. Your login information for one site will work for all Amazon sites (but your Prime membership doesn't carry over). I would suggest checking the prices and shipping charges on each site before making your decision. ^SP,prime,Good,AUTO_HANDLE,Customer asks about using a UK account/site for purchases in Australia and Prime coverage.,prime,0.2772,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hey, please see our help page here:",578402
226307,Last time tweeted this was the typical reply gave. And after registration of complaint the reply you have on mail is different,"@170029 In this case, please revert to our email correspondence for further assistance on this. ^HK",customer_service,Poor,ESCALATE,Customer reports inconsistent responses between Twitter and email support.,other,0.2877,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Apologies. If you get in contact with us we'll be happy to help.,1766896
111814,"To answer your question, the order hadn’t been shipped. This was maybe 1 hour or so after the order was placed.","@140835 Once an order is being prepared for shipment, we are unable to alter the order in any way. ^ZW",order,Acceptable,ESCALATE,Customer discusses an order that had not yet shipped and implies an order-change issue.,order,0.3593,ESCALATE,Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Our team is unable to access your account/orders here on Twitter, we're happy to assist directly here:",827434
801688,Thanks! Heavy demand i perfectly understand. What i fail to understand is ppl who requested an invite much later have received them whereas😔,@311031 I request you to please wait and keep an eye on your emails. Invitations will be sent soon. ^NR,other,Acceptable,ESCALATE,Customer is concerned about not receiving an invitation despite later applicants receiving one.,other,0.2534,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We're keeping our fingers crossed here and honestly hope that you get what you wish for. Apart from echo what else is in your wish list ?,2414433
986091,Yeah I got some headphones on the way so hopefully they are actually headphones 😂😂,"@353700 Ok, let us know anyway if you have any more problems. ^KM",order,Good,AUTO_HANDLE,Customer confirms headphones are on the way and makes a lighthearted comment.,other,0.2838,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,If you haven't received your items by 9pm Thursday please let us know.,2823151
322987,I paid extra for 1 day shipping so my package would arrive when needed. Now it may not arrive for 4 more days. What the heck!,"@192931 I'm sorry Jessica, please contact us here for help:  https://t.co/hApLpMlfHN ^AT",delivery,Poor,ESCALATE,Customer paid for one-day shipping but expects a major delay.,delivery,0.2504,ESCALATE,Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,I'm sorry for the wait! Have we missed the delivery date confirmed via e-mail: Who's the carrier?,1116567
1553846,i'm calling from ireland - i cannot connect to the number in that link.,"@480675 Since you can't contact us, let's contact you. Fill out this form: https://t.co/whNFPnGPjC We will be in touch. ^DA",customer_service,Acceptable,ESCALATE,Customer cannot reach support through the provided phone number.,other,0.2746,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Please fill out the requested info for No. 1 &amp; 2 at the link provided, and then you can request a callback.",296767
2522243,I got a mail saying product is cancelled but on the site it still is in dispatched state. Can I know till when are you going to hold my money ? and who is going to pay for the interest ? shame on you @115821 @115851,@718351 I apologize for the delay in resolving your issue regarding the order cancellation. Please reply to the email sent to you by our team. We'll help you. ^PJ,refund_payment,Poor,ESCALATE,Cancelled order still shows dispatched and customer is concerned about withheld payment.,product_issue,0.2848,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,provided above so that we can assist you accordingly. (2/2),1499762
1680367,Unhappy with the quality of product,@393065 Apologies. You may reach out to our support team here: https://t.co/vlvfJr4nN9 and we’ll be glad to help you. ^NK,product_issue,Poor,ESCALATE,Customer directly complains about product quality.,product_issue,0.3621,ESCALATE,Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,You can create a return/replacement here: We will consider this as feedback &amp; pass it on internally.,831269
926655,Because of the AmzLogs delivery service there were many problems. On the phone 2x. Finally got. Size doesn't work &amp; no idea how to return.,@339877 Was the item purchased from https://t.co/nUUp5MLhYl or https://t.co/ykTUEmdsQA? ^LB,return,Poor,ESCALATE,Customer has delivery-related problems and does not know how to return the item.,return,0.24,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,You can find the carrier information by navigating here:,96635
2192386,Obviously I have used all your “help” channels to no avail. Even requesting for a refund just to end this waste of time. Write something that isn’t a pre written response. @115821 @115850 @115851,"@641708 I get you're upset. I'd like to take a closer look at this issue and help you, kindly share your details here: https://t.co/beaaDm0muc and I'll contact you soon. ^SY",customer_service,Poor,ESCALATE,Customer has exhausted support channels without resolution and is requesting refund.,customer_service,0.316,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I can understand your urgency regarding the delivery. However, all the delivery estimates are calculated on multiple criteria so I request you to kindly wait till the estimated time frame and I'm positive that the order would be delivered. 1/2",524242
2884201,Your site must poll usps less frequently because you still say “by” end of the week. Manually running usps tracking on their site shows “out for delivery”,"@174500 Thanks for letting us know, Ron. Keep us posted if your order does not arrive today as per the tracking.^TI",delivery,Acceptable,AUTO_HANDLE,Customer reports a discrepancy between Amazon and USPS tracking information.,delivery,0.303,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Please do let us know if you'd like to report an issue on our website, we'd like to have it checked.",369196
1229723,Do you do trade in on this device? We're thinking of getting a new Fire 8. https://t.co/XrBFNadfEM,"@408416 I'm sorry, this model isn't currently eligible. You can locate eligible Trade-In items here: https://t.co/JMjPIFkhQg ^JM",product_issue,Good,AUTO_HANDLE,Customer asks whether the device is eligible for Trade-In.,other,0.2708,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hi Scott. When your trade-in is received and processed, you'll receive an email with further information and instructions.",1243364
2052174,Sold By: Costumes Anytime &amp; Party Supplies,"@376133 For return/replacement options, please click here: https://t.co/QdbmLg8Vs1 ^JA",order,Acceptable,ESCALATE,Customer identifies the third-party seller associated with the order.,other,0.6433,ESCALATE,Intent is unclear or sensitive,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Hmm. Let's take a look in real time with you to see what is going on with that:,2760377
665247,Hi! Oh I ordered it this morning! Thank you x,"@278536 Tickets will be sent 7 days before an event. If you haven't received them 5 days before, contact us: https://t.co/AunXwc3emh ^AF",order,Good,AUTO_HANDLE,Customer confirms the order was placed.,order,0.457,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"So glad it arrived. If you need anything else, please reach out to us. We are here for you!",1378179
1030391,Refund is only processing for $13.09 and product was $19.99...spent over an hour dealing with this last night 😡,"@363790 I'm sorry for the frustration, we'd like to look into this with you. Please provide details here: https://t.co/IO7bkCQlAL ^JF",refund_payment,Poor,ESCALATE,Customer reports that the refund amount is less than the product price.,refund_payment,0.3162,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Have you tried contacting the seller to request cancellation? We'd like to help!,2679461
824093,if they're not leaving laptops on doorsteps unattended to get drenched they're consistently never meeting 2 day guarantee and are late :(,@184560 I'm very sorry to hear this! Is there a carrier in particular you're experiencing troubles with? We'd like to help. ^ST,delivery,Poor,ESCALATE,Customer reports repeated late and unsafe delivery experiences.,delivery,0.4128,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"When you last spoke to us, what information or options were provided?",295807
180967,Please check the Date from which is pending https://t.co/7gqgOsctkP,@158507 We're sorry for the delay. Please share your details with us here: https://t.co/GIJyeYqKE0 and we'll help you. ^ZH,delivery,Acceptable,ESCALATE,Customer asks for clarification about a pending delivery date.,other,0.3172,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hi, we have responded to you via DM. Please refer.",380431
141059,Delay!! For how many days....???give the correct dste n time for it to resolve.... U cannot ask your customers to wait for a half a month or month...,@147817 Please reply to the email you've received from our team and we'll reach out to you. ^KA,delivery,Poor,ESCALATE,Customer is frustrated about a long delay and requests a definite resolution date.,other,0.2733,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,We're currently working your concern. We'll contact you once we've an update. We'll be unable to share a definite timeline.,1343551
478475,Thank you. An update on twitter or email?,@134339 No problem. You'll be updated via email. ^TP,customer_service,Good,AUTO_HANDLE,Customer asks where the support update will be provided.,other,0.3969,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Not a problem. Let us know if you have any further issues.,2614017
1525058,What is this robot language.. ?? Give me date,"@473708 We don't have any announcement on this yet, do stay tuned to our website for further updates. ^SQ",delivery,Poor,ESCALATE,Customer wants a definite date instead of an unclear automated response.,other,0.3054,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,team here: and we'll look into this. Use the chat/email option. (2/2),331640
1240421,"what I find odd is how they had my request for over 48 hours, ship it than say they can't cancel the order because they shipped it 5 minutes prior","@410947 Apologies, did you receive an email to say that the order was lost in transit? ^JJ",order,Poor,ESCALATE,Customer is upset that an order could not be cancelled after delayed processing.,delivery,0.2165,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Apologies for the delay. We have responded to your concern here: Request you to check.,2393508
360713,Plz confirm the time. Bcz it is pending since 01 August 17,"@201415 I understand your concern, we are right on it! We'll get back to you soon with an update. ^PR",delivery,Poor,ESCALATE,Customer has been waiting for a long time and requests confirmation of timing.,other,0.2959,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Could you let us know if there was an issue while paying for the order?,249977
2126702,Muchas gracias por la información y pronta respuesta.,"@626218 De nada Juan, cualquier duda adicional o inconveniente, estamos aquí para ayudarte. ^DA",other,Good,AUTO_HANDLE,Customer thanks Amazon for the information and quick response.,other,0.6631,ESCALATE,Intent is unclear or sensitive,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Actualmente estos son los dispositvos compatibles:,1166758
2602236,I cant get to the site to even log in. https://t.co/gYEZwRqcrv,@736324 Definitely strange! Have you been able to reach the site from other devices? ^BL,account_login,Acceptable,ESCALATE,Customer cannot access the site to log in.,other,0.3286,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I'm sorry for the trouble logging in. Are you using amazon.cn, or another website? Please keep us posted.",2288972
650063,"Yes. The one delivered to the wrong address, was dropped off at my house by the person who received it in error. The other two are MIA.",@274546 can you see order tracking on the order? https://t.co/Y5jpI9gRhE ^AS,delivery,Poor,ESCALATE,"Multiple packages have delivery problems, including wrong-address delivery and missing packages.",order,0.3563,ESCALATE,Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Oh no, Shae! That's certainly not what we want for our customers. We'd like to have a member of our team look into this for you. When you have a moment, please provide us with your order details here:",553305
205996,"But I was already given that option earlier. I emailed my concern, and got a reply that was totally off topic. I’m not sure anyone read it",@164791 The second link is a different form that you will need to fill in that goes straight to a specialist team. ^KM,customer_service,Poor,ESCALATE,Customer received an irrelevant response and says the issue was not properly handled.,other,0.2055,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,That's a conceptional preference!! I'm quite curious to know how you wander with all this collection. Drive us some motivation here:,2317363
2287528,Who should I contact to find out how Amazon delivered the same package twice?,"@646519 Please use the link ^AM provided to reach us, and keep us posted on the outcome. ^JN",delivery,Acceptable,ESCALATE,Customer reports duplicate delivery and asks how to resolve or investigate it.,other,0.3015,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"I'm sorry Marcie, please keep us updated about this.",2390416
115808,"Hi, got a Fire Stick today but get the following error. I'm in UK and it's set to UK! Help https://t.co/6MLgBWfvQO",@141787 I'm sorry for the frustration! We're available to look into your account settings via phone or chat here: https://t.co/oGDklGgbCZ ^SJ,product_issue,Poor,ESCALATE,Fire Stick is showing an error despite correct regional settings.,customer_service,0.3338,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"As already mentioned, not all of our products can be shipped to Sweden.",2291179
314029,@115850 Please contact me; It's urgent!,@190973 Kindly get in touch with us here: https://t.co/Tg4omlblQN and we’ll be glad to help you. ^NS,customer_service,Acceptable,ESCALATE,Customer requests urgent support contact.,other,0.3697,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"We don't have access to account information via Twitter, but would like to help look into this here:",1749494
1456276,Do u think I'm fool tweeting here I tried dat by it's not helping m ...every agent give difrnt answer amazonpoorservice##pathetic##cheaters.,"@177048 If the details were shared, you must've received a correspondence from us. Please check and revert. We'll get back to you. ^HD",customer_service,Poor,ESCALATE,Customer tried the suggested solution without success and received inconsistent answers.,other,0.1931,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Be assured, we've shared your comments with internal teams for review and to improve our services. (2/2)",16873
1306427,Are you callin me for this ? Please call me for more clarification on 9899955881,@425293 Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.(2/2)^CB,customer_service,Acceptable,ESCALATE,Customer requests a call for clarification.,other,0.3537,ESCALATE,Intent is unclear or sensitive; Historical similarity is below safety threshold; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"We're unable to access your account details on Twitter. Kindly connect with our support team here: We'll assist you. Please don't provide your order details, as we consider it to be personal information. Our page is visible to the public.",644788
2850636,". I purchased a projector lightning deal around 0830 this morning and it still is not showing up in ""my orders"". Is this something to worry about?",@792651 Did you get a confirmation e-mail? You can check all communication from us here: https://t.co/IFzqxZIbJq You might also confirm that you are logged into the correct account. ^AF,order,Acceptable,ESCALATE,Recently purchased item is missing from the customer's order history.,order,0.2274,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example; Retrieved historical reply is incomplete or unsafe,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,"Hi, Claire! I am sorry that you have had this issue several times recently. We want to help any way we can! Please reach out to us here:",2349611
1693578,Actually it's updated now for delivery tomorrow sorry lads will delete,@513958 No worries! Thanks for keeping us updated! ^WT,delivery,Good,AUTO_HANDLE,Customer confirms the delivery information has been updated and issue is resolved.,delivery,0.2405,ESCALATE,Historical similarity is below safety threshold; Intent mismatch with historical example,Thank you for contacting AmazonHelp. Your request needs further assistance from our support team. A support agent will review your issue and help you shortly.,Please tell us more about this issue you are encountering. We'd love to help!,2511623
